회사명,지원기간,공고명,직무내용,자격요건,우대조건,경력조건,기술 스택,출처 URL,복지
유룸,"마감일
상시",Azure Cloud Solutions Architect 개발자,devops/시스템 엔지니어,• 기획/디자인 등 다양한 파트와 커뮤니케이션이 원활하신 분,"• 컴퓨터/시스템 공학 전공
• 3D/VR 혹은 메타버스에 대한 이해도나 관심이 많으신 분
• Storage
• App Services
• Function Apps
• AzureCosmos
• SQL
• Autoscaling
• Docker
• GIT
• CI/CD Pipelines
• Artifacts
• User Management
• AzureB2C
• Identity Providers
• Emails
• Notifications","경력
경력 2~8년","Azure DevOps
OAuth2
Azure Storage
Docker
Azure Cosmos DB
Azure App Service
SQL
Git",https://www.jumpit.co.kr/position/7373,"• 업무활동비 지급
• 고사양 장비 맞춤 제공
• 자유로운 연차 사용
• 수평적 기업문화
• 야근 혹은 회식 강요 없음 (회식시 2-3시간 일찍 퇴근 후 실시)
• 완전 자유 복장
• 업무 관련 도서구입비 및 교육비 지원
• 중식(비) 제공
• 탄력근무제 전환 예정 (23년 하반기부터 점진적 적용 예정), 현재 매주 금요일 재택근무 시행중
• 성과에 따른 보상 (주기적 성과 평가를 통한 연봉 조정 및 인센티브 제공)"
오케스트로,"마감일
상시",Cloud Infra Engineer (대전),devops/시스템 엔지니어,"• 관련 경력 1년 이상 있으신 분
• 서버 운영 경력이 있으신 분
• 클라우드 시스템의 이해를 갖추신 분","• 국가정보자원관리원 경력이 있으신 분
• 클라우드 운영 경험이 있으신 분
• 관련 경력 6년 이상이신 분","경력
경력 1~10년","Java
Spring
Vue.js
OpenStack
Kubernetes
vmware
Confluence
Jira",https://www.jumpit.co.kr/position/17844,"• 자율 출퇴근
매일 매일 편한 시간에 출근하세요(9~10) 
하루 8시간 열심히 근무하신다면 언제든지 퇴근 하셔도 괜찮아요

• 식비 지원
오케스트로는 점심 저녁 식대를 제공해드려요
매일 매일 맛있는 식사로 힐링해 보세요 

• 각종 휴가 지원 
눈치 보지 말고 자유롭게 신청하세요 (연차, 반차, 반반차 운영)
여름휴가(연차 외 최대 3일), 기념일 휴가(본인, 자녀 입학/졸업식 유급)를 제공해드려요

• 개인 장비 지급 (Mac Pro, 모니터 등)
빛나는 성과를 내는데 꼭 필요한 최고급 사양의 업무용 장비를 지원해드려요
필요한 장비, 필요한 소프트웨어는 언제든지 지원해드리니 부담 없이 요청해주세요

• 도서 구입비 지원
개인의 성장이 조직의 성장을 이끈다고 믿어요
새로이 발전하는 기술 트렌드를 익히고 발전시킬 수 있도록 교육비, 도서 구입비를 지원해드려요

• 결혼 장려금 / 출산 장려금 지원
개인의 생활과 직장이 조화를 이루도록 지원해드려요
일생에 가장 축하할 일인 결혼과 출산 장려금을 드려요 

• 자유로운 복장
개인의 개성과 스타일을 존중해요
편하게 입으시고, 눈치 보지 마세요

• 그 외
종합 건강검진, 생일 축하(선물 & 조기 퇴근), 명절 선물 등"
오케스트로,"마감일
상시",Cloud MSP 및 자사솔루션 기술지원,devops/시스템 엔지니어,"[신입]
• 팀원분들과 효율적으로 커뮤니케이션 가능한 분 
• 파견 및 출장 업무 수행 가능한 분 
• 클라우드 기술에 관심이 많고 배우려는 의지가 강하신 분 

[경력] (1개 항목 이상 해당)
• IaaS, PaaS 등 클라우드 컴퓨팅 서비스와 VPC,VPN,DirectConnect 등 네트워크 서비스 구축/운영 경험자
• IT(서버/네트워크/방화벽 등) H/W,S/W 구축/운영 경험자
• MSA 환경 구축/운영 경험자
• 스크립트 및 IaC 구축/운영 경험자","• 국내외 클라우드 관련 자격증 소지자
• IT 및 정보통신계열 전공자 또는 교육 이수자
• OpenStack, VMware, k8s
• Shell ,Python, Absible, Terraform, Chef, Puppet
• Prometheus 
• On-Premise 기반서비스 구축/운영업무 경험자
+Ubuntu, MariaDB, Vault, Calico, NFS, Redis, Keycloak, RabbitMQ, Ngix, Containerd, Harbor, Postgresql","경력
신입~10년","OpenStack
vmware
Ubuntu
K8S
Docker
Confluence
Jira",https://www.jumpit.co.kr/position/17847,"• 자율 출퇴근
매일 매일 편한 시간에 출근하세요(9~10) 
하루 8시간 열심히 근무하신다면 언제든지 퇴근 하셔도 괜찮아요

• 식비 지원
오케스트로는 점심 저녁 식대를 제공해드려요
매일 매일 맛있는 식사로 힐링해 보세요 

• 각종 휴가 지원 
눈치 보지 말고 자유롭게 신청하세요 (연차, 반차, 반반차 운영)
여름휴가(연차 외 최대 3일), 기념일 휴가(본인, 자녀 입학/졸업식 유급)를 제공해드려요

• 개인 장비 지급 (Mac Pro, 모니터 등)
빛나는 성과를 내는데 꼭 필요한 최고급 사양의 업무용 장비를 지원해드려요
필요한 장비, 필요한 소프트웨어는 언제든지 지원해드리니 부담 없이 요청해주세요

• 도서 구입비 지원
개인의 성장이 조직의 성장을 이끈다고 믿어요
새로이 발전하는 기술 트렌드를 익히고 발전시킬 수 있도록 교육비, 도서 구입비를 지원해드려요

• 결혼 장려금 / 출산 장려금 지원
개인의 생활과 직장이 조화를 이루도록 지원해드려요
일생에 가장 축하할 일인 결혼과 출산 장려금을 드려요 

• 자유로운 복장
개인의 개성과 스타일을 존중해요
편하게 입으시고, 눈치 보지 마세요

• 그 외
종합 건강검진, 생일 축하(선물 & 조기 퇴근), 명절 선물 등"
위메이드,"마감일
2023-10-02",게임 서비스 운영 Tool / Agent 개발 및 고도화 업무 담당자,devops/시스템 엔지니어,"• 게임 서비스에 대한 경험이나 이해도가 있는 분
• 기초적인 스크립트(PowerShell, BashShell) 작성이 가능한 분
• Tool 개발 및 Agent 개발 가능한 분 (개발 언어는 자유)
• Windows, Linux, C, C++, Java, Python, PowerShell, BashShell, Terraform, Ansible 등의 경험이 있으신 분
• 경력 5~10년","• 커뮤니케이션 능력이 좋으신 분
• 활발한 성격의 소유자로 사람간 친화력이 좋으신 분
• Azure, AWS, GCP 등 Public Cloud 를 경험하신 분","경력
경력 5~10년","PowerShell
Linux
Java
Python
Terraform
Ansible
C
C++
AZURE
AWS",https://www.jumpit.co.kr/position/17656,"• 배려와 존중으로 함께 일하는 최고의 팀 동료들이 있어요 
• 취향에 따라, 기분에 따라 마음에 드는 메뉴를 선택하실 수 있도록 식사포인트를 지원해 드려요
• 최상의 원두와 전문 바리스타가 있는 카페테리아에서 언제든 커피 혹은 음료는 무료로 마음껏 드세요
• 수면실, 샤워룸, 수유실, 스포츠센터 등 위메이드인들을 위한 다양한 편의시설도 있어요
• 연간 200만원 지급되는 복지포인트로 다양한 문화 혹은 취미 생활 누리세요
• 일과 생활의 균형을 위해 자유롭게 연차를 사용하세요
• 다양한 경조사에 대한 경조 지원금, 유급휴가를 지원해 드려요
• 단체보험가입, 종합건강검진, 독감예방접종 지원받으시고 건강도 챙기면서 일해요
• 가족의 종합건강검진도 함께 챙겨요
• 자녀의 진학에 부담갖지 않으시길 바라며 입학축하금 및 대학교 학자금을 지원해 드려요
• 열일 후 달콤한 휴식을 위해 레지던스 및 리조트회원권을 준비했어요
• 위메이드에서 오래도록 기여해주신 장기근속 위메이드인에게는 포상금을 지급해요"
위메이드,"마감일
2023-09-08",리눅스 시스템 엔지니어 (블록체인 노드 운영),devops/시스템 엔지니어,"• 3년 이상 Linux OS 서버 관리 경험자 ( Ubuntu or CentOS )
• IDC 센터 또는 Cloud 시스템 관리 경험자 ( Azure or AWS )
• 기본적인 네트워크 및 보안 경험자 ( TCP/IP , F/W 등 )
• Linux shell script 가능자
• 블록체인 노드 운영 미경험자도 지원 가능","• 리눅스 서버 관리 경험자
• 긍정적이며 능동적인 자세를 가진 자
• 오픈마인드로 타 부서와의 원활한 협업 가능자","경력
경력 3~10년","Ubuntu
Linux
CentOS
AZURE
AWS
TCP/IP
FW
Blockchain",https://www.jumpit.co.kr/position/17130,"• 배려와 존중으로 함께 일하는 최고의 팀 동료들이 있어요 
• 취향에 따라, 기분에 따라 마음에 드는 메뉴를 선택하실 수 있도록 식사포인트를 지원해 드려요
• 최상의 원두와 전문 바리스타가 있는 카페테리아에서 언제든 커피 혹은 음료는 무료로 마음껏 드세요
• 수면실, 샤워룸, 수유실, 스포츠센터 등 위메이드인들을 위한 다양한 편의시설도 있어요
• 연간 200만원 지급되는 복지포인트로 다양한 문화 혹은 취미 생활 누리세요
• 일과 생활의 균형을 위해 자유롭게 연차를 사용하세요
• 다양한 경조사에 대한 경조 지원금, 유급휴가를 지원해 드려요
• 단체보험가입, 종합건강검진, 독감예방접종 지원받으시고 건강도 챙기면서 일해요
• 가족의 종합건강검진도 함께 챙겨요
• 자녀의 진학에 부담갖지 않으시길 바라며 입학축하금 및 대학교 학자금을 지원해 드려요
• 열일 후 달콤한 휴식을 위해 레지던스 및 리조트회원권을 준비했어요
• 위메이드에서 오래도록 기여해주신 장기근속 위메이드인에게는 포상금을 지급해요"
샌즈랩,"마감일
2023-07-16",기술지원팀_과장급,devops/시스템 엔지니어,"• 국내외 4년제 대학 관련학과 전공자
• 인프라 관리, 보안 정책 수립 등 관련 업무 수행 경험자
• 제안서 작성, 기술 지원 문서 등 문서 작성 유경험자","• 관련 프로젝트 투입 유경험자
• 오픈소스 기반 보안 시스템 구축 경험자
• 정보보호 관련 전문 교육 수료자
• IT 관련 자격증 보유","경력
경력 6~15년",Infra,https://www.jumpit.co.kr/position/17301,"• 자율출퇴근제도 (08:00~10:00)
• 단체상해보험 가입
• 복지비 지급 (상/하반기 2회)
• 휴가비 지원
• 인센티브 지급
• 명절선물 지급
• 야간 식대/교통비 지원
• 건강 검진 지원
• 자율복장"
링네트,"마감일
상시",네트워크 엔지니어 (Field),devops/시스템 엔지니어,• 네트워크 엔지니어 경력 보유자,"• CISCO 자격증 보유자 (CCNA, CCNP, CCIE)","경력
경력 1~15년","Network
Firewall
VPN
Router
Switch
L2
L3
L4
L7
Cisco",https://www.jumpit.co.kr/position/17920,"[상/하반기 성과인센티브 지급]
[자사주식 ESOP 지급]
[팀 활동비용 지급]
[임직원 주거 안정자금 대출]
• 직원들의 주거안정을 위하여 근속연수에 따른 주택구입/전세자금 대출 (최대 1억원)
[직원 해외 가족여행]
• 3년 마다 직원 해외가족여행 실시
[식사 제공 지원]
• 아침, 점심, 저녁 등 식사 제공 지원
[인센티브지급]
• 개인 성과에 따라 도전인센티브 지급
[콘도/리조트 이용 지원]
• 전국 각지의 유명 콘도 및 리조트 이용
[장기근속포상]
• 장기근속포상금 및 Refresh휴가 부여
[건강검진지원]
• 매년 정기적 건강검진 실시
[동호회 지원]"
무빙,"마감일
상시",SRE(Site Reliability Engineering) 개발자 모집,devops/시스템 엔지니어,"• 하나 이상의 일반 프로그래밍 언어(예: Java, Go)를 사용한 소프트웨어 개발 경험.","• 서버 백엔드 분산 및 병렬 시스템, 전체 스택 개발(프론트엔드 및 백엔드), 확장 가능한 엔터프라이즈 플랫폼 및 애플리케이션, 애플리케이션 보안 및 인시던트 관리, 기계 학습, 정보 검색 영역 중 하나 이상에 대한 경험.
• 필요에 따라 다른 코딩 언어를 배울 수 있는 능력.
• IoT 서비스 개발 경험","경력
경력 4~10년","AWS
Amazon EKS
Amazon ECR
Java
MSA
Amazon RDS
Amazon Elasticsearch Service",https://www.jumpit.co.kr/position/7669,"• 수습 3개월 후 정규직 전환
• 주 4.5일 근무제 (월요일 13시 출근)
• 유연 근무제
• 경조사, 장례비 지원 (정규직 전환 시)
• 스톡옵션 부여 기회 제공 (정규직 전환 시)
• 건강검진 지원"
누리미디어,"마감일
상시",시스템 엔지니어 (대리/과장급),devops/시스템 엔지니어,"• 직무 관련 4년 이상의 경력을 보유하신 분
• IIS, Nginx, Apache 등 웹/WAS 운영/구축 경험이 있으신 분
• AWS Cloud 서버 및 가상화 서버 환경 경험이 있으신 분
• Windows 서버, AD, DNS, DHCP, Exchange 운영 경험이 있으신 분
• linux (Ubuntu, CentOS) 운영/구축 경험이 있으신 분","• RabbitMQ, Kafka 등 다양한 오픈 소스 플랫폼 경험
• 대규모 인프라를 사용하는 시스템 운영 경험
• 자체 웹 서비스를 구축/운영을 경험 하신 분
• MSA, container 운영 경험","경력
경력 4~15년","SW
NGINX
AWS
Linux
RabbitMQ
Kafka
MSA",https://www.jumpit.co.kr/position/16799,"# 회사 생활
• 임직원 숙소 운영
• 장기 근속 포상 제도
• 직원 단체 해외 연수
• 성과/감사 포상 제도
• 동호회 지원
• 직원 식사 및 간식 지원

# 가족 친화
• 경조사 지원
• 사내 대출 제도
• 휴양 시설 지원
• 자녀 학자금 지원
• 직원 기념일 축하 제도
• 이사 비용 지원
• 명절 선물 지급 

# 직원 건강
• 의료비 지원
• 건강검진비 지원
• 심리 치료 지원
• 독감 예방접종 지원

# 자기개발
• 자기개발비 지원
• 직무 교육비 지원
• 도서 구입비 지원"
하이디어솔루션즈,"마감일
상시",시스템 운영 [DB 설계 및 운영자],devops/시스템 엔지니어,• IoT 플랫폼 시스템(DB) 설계 개발 운영 3년 이상,"• 전공 : 전산/컴퓨터공학 관련
• IoT/헬스케어/빅데이터 플랫폼 경험
• B2C 서비스 운영 경험
• 클라우드 (NCP, AWS) 구축 및 운영","경력
경력 3~10년","AWS
MariaDB
MongoDB",https://www.jumpit.co.kr/position/3659,"• 자유로운 연차 
• 퇴직금
• 각종 경조금 지원
• 자녀 학자금 지원
• 장기근속자 포상
• 교육비 지원
• 4대보험
• 야근수당
• 저녁식대
• 휴게실
• 육아휴직
• 주차장
• 통신비 지원
• 건강검진 지원
• 통신비 지원
• 건강검진 지원"
오케스트로,"마감일
상시",Cloud Infra Engineer (광주),devops/시스템 엔지니어,"• 관련 경력 1년 이상 있으신 분
• 서버 운영 경력이 있으신 분
• 클라우드 시스템의 이해를 갖추신 분","• 국가정보자원관리원 경력이 있으신 분
• 클라우드 운영 경험이 있으신 분
• 관련 경력 3년 이상이신 분","경력
경력 1~10년","Java
Spring
Vue.js
OpenStack
Kubernetes
vmware
Confluence
Jira",https://www.jumpit.co.kr/position/17851,"• 자율 출퇴근
매일 매일 편한 시간에 출근하세요(9~10) 
하루 8시간 열심히 근무하신다면 언제든지 퇴근 하셔도 괜찮아요

• 식비 지원
오케스트로는 점심 저녁 식대를 제공해드려요
매일 매일 맛있는 식사로 힐링해 보세요 

• 각종 휴가 지원 
눈치 보지 말고 자유롭게 신청하세요 (연차, 반차, 반반차 운영)
여름휴가(연차 외 최대 3일), 기념일 휴가(본인, 자녀 입학/졸업식 유급)를 제공해드려요

• 개인 장비 지급 (Mac Pro, 모니터 등)
빛나는 성과를 내는데 꼭 필요한 최고급 사양의 업무용 장비를 지원해드려요
필요한 장비, 필요한 소프트웨어는 언제든지 지원해드리니 부담 없이 요청해주세요

• 도서 구입비 지원
개인의 성장이 조직의 성장을 이끈다고 믿어요
새로이 발전하는 기술 트렌드를 익히고 발전시킬 수 있도록 교육비, 도서 구입비를 지원해드려요

• 결혼 장려금 / 출산 장려금 지원
개인의 생활과 직장이 조화를 이루도록 지원해드려요
일생에 가장 축하할 일인 결혼과 출산 장려금을 드려요 

• 자유로운 복장
개인의 개성과 스타일을 존중해요
편하게 입으시고, 눈치 보지 마세요

• 그 외
종합 건강검진, 생일 축하(선물 & 조기 퇴근), 명절 선물 등"
